2700.08,1889.91
2751.19,1868.04
2749.56,1876.15
2753.88,1899.76
2769.3,1902.29
2783.99,1875.42
2797.05,1857.32
2789.07,1870.44
2790.45,1874.69
2809.44,1897.31
2817.18,1915.71
2804.35,1919.41
2825.56,1909.54
2831.58,1907.87
2833.95,1882.95
2756.42,1914.74
2722.99,1918.04
2737.9,1935.97
2781.05,1942.5
2782.27,1938.96
2737.41,1942.41
2748.07,1947.46
2798.74,1967.85
2784.67,1914.73
2745.63,1913.12
2765.77,1913.81
2751.72,1899.13
2701.02,1897.11
2715.61,1927.86
2700.97,1940.96
2667.33,1944.34
2616.82,1928.94
2636.05,1925.98
2643.67,1927.68
2692.09,1901.8
2683.87,1895.54
2698.3,1904.63
2736.42,1929.32
2743.06,1950.26
2730.68,1957.26
2756.89,1953.64
2776.79,1962.52
2781.07,1955.72
2789.6,1988.96
2789.19,1986.14
2791.19,1996.59
2799.82,2009.05
2796.14,2017.48
2780.41,2009.24
2771.51,2026.3
2744.79,2020.28
2761.52,2037.09
2760.22,2038.11
2764.65,2037.53
2735.38,2029.6
2744.97,2022.19
2802.51,2033.32
2820.16,2043.49
2825.88,2051
2847.54,2070.08
2869.88,2085.14
2872.53,2082.55
2873.54,2077.61
2864.08,2086.2
2841.62,2080.81
2828.23,2088.32
2814.72,2094.95
2827.56,2089.48
2843.25,2108.17
2871.89,2099.85
2845.06,2096.48
2863.04,2115.69
2828.47,2106.66
2782.31,2069.92
2783.21,2082.16
2815,2086.67
2823.31,2110.46
2803.32,2115.01
2758.9,2107.87
2746.16,2069.73
2761.38,2072.03
2782.92,2081.74
2796.86,2069.7
2835.3,2045.58
2769.19,2008.5
2773.31,1977.19
2732.78,2014.59
2702.56,2010.52
2701.56,1989.11
2675.38,1977.22
2684.87,2013.14
2643.73,2005.3
2639.69,1969.92
2678.72,1961.63
2631.46,1949.88
2623.7,1963.43
2616.48,1939.3
2629.66,1928.24
2687.26,1970.66
2669.19,2004.68
2686.75,1980.27
2652.89,1996.32
2688.28,2001.47
2729.31,1981.58
2740.49,1955.54
2773.52,1971.23
2816.03,1923.92
2825.77,1957.97
2834.02,1959.03
2872.66,1981.13
2859.81,2003.42
2802.62,2013.66
2781.91,2012.18
2796.92,2036.78
2762.67,2054.04
2789.8,2056.39
2765.11,2072.13
2826.52,2091.38
2814.23,2106.7
2834.43,2121.01
2858.83,2115.87
2842.8,2130.43
2839.96,2126.71
2764.79,2122.14
2766.25,2127.97
2756.38,2122.39
2744.61,2089.4
2669.24,2121.92
2693.07,2141.06
2556.39,2140.5
2532.41,2137.72
2357.69,2122.68
2482.52,2169.91
2381.05,2198.54
2492.68,2197.82
2507.98,2216
2555.2,2206.3
2523.45,2206.7
2511.48,2208.35
2380.43,2192.36
2341.84,2228.96
2345.38,2200.73
2446.06,2180.64
2467.69,2147.45
2419.63,2139.17
2479.85,2166.63
2562.11,2122.65
2576.11,2120.08
2579.46,2104.18
2546.04,2102.41
2480.33,2135.78
2473.83,2095.51
2548.94,2111.5
2529.14,2055.71
2467.99,2061.76
2495.09,2035.87
2532.15,2091.91
2572.55,2100.24
2607.07,2093.79
2622.31,2142.47
2612.83,2141.34
2590.24,2114.2
2538.19,2113.47
2455.67,2099.71
2483.23,2083.35
2516.69,2071.42
2546.83,2046.67
2491.58,2048.74
2480.76,2076.83
2415.4,2086.53
2335.83,2046.63
2404.82,2031.93
2460.51,2019.65
2506.82,2048.17
2479.35,2063.9
2566.05,2055.86
2583.03,2090.81
2604.73,2070.29
2620.24,2062.91
2667.85,2094.42
2614.92,2100.69
2657.43,2125.74
2604.04,2145.3
2598.62,2161.75
2637.46,2171.19
2699.44,2180.59
2638.42,2180.35
2650.67,2157.16
2738.63,2109.73
2737.15,2129.64
2684.41,2130.07
2606.96,2145.2
2639.98,2130.48
2697.97,2130.21
2686.15,2154.95
2695.25,2145.04
2727.49,2171.23
2621.65,2150.48
2625.15,2168.7
2678.75,2174.31
2657.22,2155.85
2686.2,2133.21
2639.61,2172.31
2587.99,2121.27
2572.5,2066.26
2523.14,2018.47
2521.28,1943.75
2460.08,1869.45
